timestamp,zone_id,temperature,gas_level,vibration,pressure,noise_level,machine_status,risk_label
2026-06-24 08:23:14.664903,Chemical Storage,35.03,39.18,3.77,4.0,69.54,Running,Low
2026-06-24 08:28:14.664903,Furnace Area,46.47,25.85,6.57,5.23,86.15,Running,High
2026-06-24 08:33:14.664903,Zone-B,21.08,39.15,3.59,9.36,76.11,Warning,Medium
2026-06-24 08:38:14.664903,Assembly Point,32.49,40.01,0.5,,79.95,Running,Low
2026-06-24 08:43:14.664903,Zone-C,30.85,39.62,4.04,3.28,73.82,Running,Low
2026-06-24 08:48:14.664903,Assembly Point,35.36,23.89,2.49,3.34,73.41,Running,Low
2026-06-24 08:53:14.664903,Zone-C,32.67,48.21,7.12,6.48,74.07,Running,Medium
2026-06-24 08:58:14.664903,Furnace Area,48.56,22.55,6.57,5.39,86.6,Running,High
2026-06-24 09:03:14.664903,Zone-A,43.86,41.61,4.98,4.25,71.65,Running,Low
2026-06-24 09:08:14.664903,Zone-B,28.68,33.48,1.91,5.5,72.37,Stopped,Low
2026-06-24 09:13:14.664903,Chemical Storage,29.83,47.95,,3.58,77.25,Running,Low
2026-06-24 09:18:14.664903,Zone-B,32.99,28.48,5.39,6.63,68.92,Running,Low
2026-06-24 09:23:14.664903,Chemical Storage,34.01,40.05,2.79,4.83,72.95,Running,Low
2026-06-24 09:28:14.664903,Zone-B,,36.31,3.46,3.62,81.5,Warning,Low
2026-06-24 09:33:14.664903,Zone-B,31.71,27.37,2.32,6.67,69.04,Running,Medium
2026-06-24 09:38:14.664903,Zone-A,36.46,50.71,8.6,4.21,70.16,Stopped,High
2026-06-24 09:43:14.664903,Zone-A,27.37,45.27,5.53,5.35,75.95,Running,Low
2026-06-24 09:48:14.664903,Chemical Storage,32.87,80.16,5.12,5.26,75.92,Running,High
2026-06-24 09:53:14.664903,Zone-C,29.97,33.68,2.41,8.78,86.67,Running,Low
2026-06-24 09:58:14.664903,Chemical Storage,30.26,69.67,3.46,4.27,73.89,Running,Low
2026-06-24 10:03:14.664903,Chemical Storage,36.78,49.25,5.85,5.18,70.3,Running,Low
2026-06-24 10:08:14.664903,Chemical Storage,33.83,56.84,4.01,8.53,67.29,Running,Critical
2026-06-24 10:13:14.664903,Assembly Point,28.31,11.36,0.5,3.46,54.68,Running,Low
2026-06-24 10:18:14.664903,Zone-B,35.11,29.41,2.56,5.09,66.85,Running,Low
2026-06-24 10:23:14.664903,Chemical Storage,32.55,32.68,4.41,4.31,84.14,Running,Low
2026-06-24 10:28:14.664903,Zone-C,28.56,70.73,6.1,5.47,83.8,Running,Medium
2026-06-24 10:33:14.664903,Zone-C,30.41,54.19,2.41,5.52,74.08,Running,Low
2026-06-24 10:38:14.664903,Furnace Area,45.09,38.24,5.8,5.99,94.15,Running,Medium
2026-06-24 10:43:14.664903,Chemical Storage,34.7,52.84,1.24,4.57,82.75,Running,Low
2026-06-24 10:48:14.664903,Zone-C,25.03,53.0,1.79,6.4,79.43,Running,Low
2026-06-24 10:53:14.664903,Zone-B,38.86,17.42,2.2,3.8,62.72,Running,Low
2026-06-24 10:58:14.664903,Zone-A,49.33,46.17,6.96,5.43,81.49,Running,Medium
2026-06-24 11:03:14.664903,Zone-B,35.69,28.06,2.91,4.74,80.78,Warning,Low
2026-06-24 11:08:14.664903,Zone-A,45.56,58.97,5.12,5.22,80.25,Running,Medium
2026-06-24 11:13:14.664903,Zone-B,23.24,19.21,4.57,4.52,70.3,Warning,Low
2026-06-24 11:18:14.664903,Chemical Storage,29.99,83.09,2.77,4.94,80.12,Running,High
2026-06-24 11:23:14.664903,Assembly Point,36.37,12.43,1.14,4.27,61.31,Running,Low
2026-06-24 11:28:14.664903,Chemical Storage,40.93,36.67,3.66,4.77,80.95,Running,Medium
2026-06-24 11:33:14.664903,Zone-A,42.77,61.16,5.23,5.49,78.23,Running,Low
2026-06-24 11:38:14.664903,Zone-B,31.45,39.86,2.96,3.95,84.03,Warning,Low
2026-06-24 11:43:14.664903,Furnace Area,40.87,21.32,5.54,7.14,90.8,Running,Low
2026-06-24 11:48:14.664903,Zone-B,27.22,38.87,1.36,4.27,78.51,Warning,Low
2026-06-24 11:53:14.664903,Furnace Area,55.12,9.14,4.38,3.71,82.52,Running,Medium
2026-06-24 11:58:14.664903,Zone-A,38.3,26.73,8.42,4.64,78.09,Stopped,Medium
2026-06-24 12:03:14.664903,Zone-C,28.23,51.61,4.48,6.55,84.27,Running,Low
2026-06-24 12:08:14.664903,Chemical Storage,35.65,57.67,5.14,5.69,86.75,Running,Medium
2026-06-24 12:13:14.664903,Furnace Area,49.59,30.83,4.37,5.62,86.56,Running,Medium
2026-06-24 12:18:14.664903,Zone-A,42.03,33.76,1.85,6.38,83.12,Running,Low
2026-06-24 12:23:14.664903,Assembly Point,41.3,26.7,1.31,3.84,73.7,Running,Low
2026-06-24 12:28:14.664903,Chemical Storage,35.46,32.75,2.97,3.11,76.37,Running,Low
2026-06-24 12:33:14.664903,Zone-A,44.39,27.47,4.93,5.88,65.99,Running,Low
2026-06-24 12:38:14.664903,Zone-A,46.08,28.11,3.24,7.65,78.72,Running,High
2026-06-24 12:43:14.664903,Chemical Storage,35.06,34.78,2.62,2.63,78.48,Running,Low
2026-06-24 12:48:14.664903,Zone-A,42.57,72.54,4.77,4.77,90.27,Running,Critical
2026-06-24 12:53:14.664903,Assembly Point,34.44,14.77,0.5,3.02,64.69,Running,Low
2026-06-24 12:58:14.664903,Zone-A,36.12,52.5,3.73,6.51,77.48,Running,Low
2026-06-24 13:03:14.664903,Zone-A,36.5,40.32,4.12,4.55,73.72,Running,Low
2026-06-24 13:08:14.664903,Assembly Point,20.0,24.75,1.54,1.82,67.17,Running,Low
2026-06-24 13:13:14.664903,Assembly Point,20.0,36.4,0.61,4.19,70.19,Running,Low
2026-06-24 13:18:14.664903,Zone-A,34.07,20.14,4.9,4.42,72.02,Running,Low
2026-06-24 13:23:14.664903,Furnace Area,65.11,34.58,3.89,5.26,87.19,Running,Low
2026-06-24 13:28:14.664903,Zone-B,38.43,35.46,2.42,4.55,73.82,Running,Low
2026-06-24 13:33:14.664903,Chemical Storage,38.8,72.24,1.64,4.59,70.93,Running,High
2026-06-24 13:38:14.664903,Zone-A,39.65,33.83,3.55,5.89,63.54,Running,Low
2026-06-24 13:43:14.664903,Furnace Area,,29.9,5.54,5.92,94.94,Running,Low
2026-06-24 13:48:14.664903,Furnace Area,51.25,,11.08,4.52,88.98,Warning,High
2026-06-24 13:53:14.664903,Zone-C,29.78,19.08,4.19,5.78,92.43,Running,Low
2026-06-24 13:58:14.664903,Assembly Point,42.84,15.47,0.5,3.09,65.1,Running,Low
2026-06-24 14:03:14.664903,Zone-A,43.78,56.43,1.41,6.31,62.08,Running,Low
2026-06-24 14:08:14.664903,Chemical Storage,36.94,44.55,2.73,4.95,77.12,Running,Low
2026-06-24 14:13:14.664903,Assembly Point,39.44,22.94,2.37,2.87,74.0,Running,Low
2026-06-24 14:18:14.664903,Chemical Storage,32.33,46.04,3.63,4.56,70.02,Running,Medium
2026-06-24 14:23:14.664903,Assembly Point,27.85,18.59,1.52,1.58,54.7,Running,Low
2026-06-24 14:28:14.664903,Furnace Area,54.28,39.6,6.36,7.82,87.42,Running,Medium
2026-06-24 14:33:14.664903,Zone-A,48.26,68.8,3.51,5.59,87.52,Running,High
2026-06-24 14:38:14.664903,Zone-B,37.37,35.94,3.22,3.97,62.98,Running,Medium
2026-06-24 14:43:14.664903,Assembly Point,29.87,57.36,0.66,2.45,64.53,Running,Low
2026-06-24 14:48:14.664903,Chemical Storage,33.13,74.42,5.16,4.96,84.75,Running,High
2026-06-24 14:53:14.664903,Zone-C,39.24,50.36,3.98,2.55,77.51,Running,Low
2026-06-24 14:58:14.664903,Assembly Point,31.61,14.97,0.51,2.44,59.99,Running,Low
2026-06-24 15:03:14.664903,Zone-C,31.43,72.19,4.41,5.96,60.69,Running,Medium
2026-06-24 15:08:14.664903,Zone-C,28.75,28.33,3.46,4.74,83.57,Running,Low
2026-06-24 15:13:14.664903,Zone-B,40.7,23.86,4.49,5.16,,Stopped,Low
2026-06-24 15:18:14.664903,Assembly Point,28.72,22.94,2.07,4.21,73.25,Running,Low
2026-06-24 15:23:14.664903,Zone-A,33.63,80.32,4.37,7.57,87.77,Running,Critical
2026-06-24 15:28:14.664903,Zone-C,33.82,19.15,4.02,6.71,77.8,Running,Low
2026-06-24 15:33:14.664903,Chemical Storage,32.45,52.58,1.58,4.18,66.99,Running,Low
2026-06-24 15:38:14.664903,Furnace Area,44.42,29.52,4.9,7.18,97.18,Running,Medium
2026-06-24 15:43:14.664903,Zone-B,31.84,20.7,5.33,4.04,79.65,Running,Low
2026-06-24 15:48:14.664903,Furnace Area,54.19,37.17,7.57,5.53,79.0,Stopped,Medium
2026-06-24 15:53:14.664903,Zone-B,33.29,30.28,0.71,5.27,88.81,Warning,Low
2026-06-24 15:58:14.664903,Zone-A,38.86,49.76,4.62,5.6,75.81,Running,Low
2026-06-24 16:03:14.664903,Zone-C,35.57,36.21,7.48,5.94,87.83,Warning,Low
2026-06-24 16:08:14.664903,Chemical Storage,30.46,53.86,2.85,3.16,85.72,Running,Low
2026-06-24 16:13:14.664903,Assembly Point,37.83,12.44,6.13,3.39,63.71,Running,Low
2026-06-24 16:18:14.664903,Zone-B,31.12,43.39,0.75,5.98,82.37,Stopped,Medium
2026-06-24 16:23:14.664903,Zone-B,35.0,62.47,0.88,5.58,68.62,Warning,Medium
2026-06-24 16:28:14.664903,Zone-C,31.86,39.87,2.64,6.53,69.44,Running,Low
2026-06-24 16:33:14.664903,Chemical Storage,31.15,60.43,0.93,7.61,66.04,Running,Low
2026-06-24 16:38:14.664903,Chemical Storage,34.75,61.53,1.87,4.94,65.4,Running,Low
2026-06-24 16:43:14.664903,Furnace Area,62.96,29.09,6.45,4.22,98.52,Running,Medium
2026-06-24 16:48:14.664903,Chemical Storage,43.19,54.95,2.25,5.48,68.56,Running,Low
2026-06-24 16:53:14.664903,Furnace Area,43.75,17.08,6.41,5.38,78.56,Running,Medium
2026-06-24 16:58:14.664903,Zone-A,30.1,31.18,6.03,,75.74,Running,Low
2026-06-24 17:03:14.664903,Furnace Area,52.11,39.38,5.13,4.76,96.92,Running,Low
2026-06-24 17:08:14.664903,Zone-B,35.32,37.34,5.3,4.45,73.42,Warning,Medium
2026-06-24 17:13:14.664903,Furnace Area,47.44,23.95,4.75,7.23,91.23,Running,High
2026-06-24 17:18:14.664903,Chemical Storage,35.68,48.71,2.08,5.0,68.59,Running,Low
2026-06-24 17:23:14.664903,Chemical Storage,47.62,24.71,2.58,6.73,76.85,Running,Low
2026-06-24 17:28:14.664903,Zone-B,29.66,8.1,3.25,4.02,69.4,Warning,Low
2026-06-24 17:33:14.664903,Chemical Storage,49.02,82.05,2.24,3.82,79.28,Running,High
2026-06-24 17:38:14.664903,Chemical Storage,25.11,66.04,3.98,6.24,77.24,Running,Medium
2026-06-24 17:43:14.664903,Chemical Storage,33.05,70.19,6.25,3.51,61.65,Running,High
2026-06-24 17:48:14.664903,Chemical Storage,37.44,52.72,2.17,3.92,72.98,Running,Low
2026-06-24 17:53:14.664903,Zone-B,31.45,42.32,2.95,5.59,84.44,Running,Low
2026-06-24 17:58:14.664903,Zone-A,36.06,33.23,7.24,6.88,80.39,Warning,Low
2026-06-24 18:03:14.664903,Zone-C,28.23,50.26,4.32,6.81,81.89,Running,Low
2026-06-24 18:08:14.664903,Assembly Point,23.34,33.13,,4.37,67.54,Running,Low
2026-06-24 18:13:14.664903,Zone-A,29.88,59.12,,4.11,78.21,Running,Low
2026-06-24 18:18:14.664903,Chemical Storage,33.33,41.21,0.5,4.97,72.07,Running,Low
2026-06-24 18:23:14.664903,Chemical Storage,40.34,57.66,4.44,5.66,70.24,Running,Low
2026-06-24 18:28:14.664903,Chemical Storage,38.98,60.04,1.78,5.61,70.71,Running,Low
2026-06-24 18:33:14.664903,Zone-A,32.7,26.12,2.24,6.19,79.78,Running,Low
2026-06-24 18:38:14.664903,Zone-A,38.43,34.81,3.87,4.47,71.72,Running,Low
2026-06-24 18:43:14.664903,Zone-B,32.76,37.83,0.5,3.99,72.26,Warning,Low
2026-06-24 18:48:14.664903,Zone-B,33.81,52.94,1.42,5.19,69.38,Warning,Medium
2026-06-24 18:53:14.664903,Zone-A,32.34,77.66,4.51,6.3,81.44,Running,High
2026-06-24 18:58:14.664903,Assembly Point,36.36,9.76,4.94,4.2,77.96,Running,Low
2026-06-24 19:03:14.664903,Zone-C,32.19,57.23,4.02,3.43,82.63,Running,Low
2026-06-24 19:08:14.664903,Furnace Area,53.73,48.67,6.39,8.04,81.02,Running,High
2026-06-24 19:13:14.664903,Chemical Storage,35.08,57.24,3.38,6.08,73.67,Running,High
2026-06-24 19:18:14.664903,Zone-A,39.8,69.95,8.82,5.34,73.29,Stopped,Medium
2026-06-24 19:23:14.664903,Assembly Point,34.21,7.64,0.92,3.5,64.71,Running,Low
2026-06-24 19:28:14.664903,Zone-C,35.67,36.52,5.77,4.76,80.5,Running,Low
2026-06-24 19:33:14.664903,Furnace Area,44.62,34.39,4.53,5.78,98.8,Running,Critical
2026-06-24 19:38:14.664903,Furnace Area,46.5,34.52,5.22,5.8,90.87,Running,Low
2026-06-24 19:43:14.664903,Zone-A,35.2,84.36,5.25,6.23,68.14,Running,High
2026-06-24 19:48:14.664903,Assembly Point,35.46,46.37,2.9,4.49,59.67,Running,Low
2026-06-24 19:53:14.664903,Chemical Storage,36.76,49.28,1.75,5.33,66.67,Running,Low
2026-06-24 19:58:14.664903,Zone-B,39.5,43.01,2.14,8.78,72.9,Stopped,Medium
2026-06-24 20:03:14.664903,Chemical Storage,44.19,59.98,6.07,6.64,65.98,Running,Medium
2026-06-24 20:08:14.664903,Chemical Storage,38.86,60.0,4.65,5.24,73.17,Running,Low
2026-06-24 20:13:14.664903,Assembly Point,22.64,52.52,2.12,3.71,69.31,Running,Medium
2026-06-24 20:18:14.664903,Zone-A,32.84,52.19,3.96,4.39,87.93,Running,Low
2026-06-24 20:23:14.664903,Furnace Area,73.62,28.26,5.88,6.81,82.93,Running,Medium
2026-06-24 20:28:14.664903,Zone-C,29.22,67.81,2.31,4.2,91.2,Running,Medium
2026-06-24 20:33:14.664903,Zone-A,39.04,62.61,3.46,7.8,65.93,Running,Low
2026-06-24 20:38:14.664903,Assembly Point,35.46,17.55,1.15,3.94,70.71,Running,Low
2026-06-24 20:43:14.664903,Furnace Area,43.91,25.27,4.37,5.61,95.11,Running,Low
2026-06-24 20:48:14.664903,Furnace Area,49.97,28.72,9.58,5.36,87.6,Warning,High
2026-06-24 20:53:14.664903,Zone-A,32.03,33.9,5.74,5.27,86.36,Running,Low
2026-06-24 20:58:14.664903,Furnace Area,49.72,6.0,4.5,5.32,,Running,Medium
2026-06-24 21:03:14.664903,Zone-C,31.22,45.14,6.07,7.14,68.54,Running,Low
2026-06-24 21:08:14.664903,Zone-B,33.78,30.22,3.14,4.95,70.95,Running,Medium
2026-06-24 21:13:14.664903,Chemical Storage,38.17,65.19,3.82,4.51,77.99,Running,Low
2026-06-24 21:18:14.664903,Assembly Point,30.71,17.35,1.73,2.35,63.64,Running,Low
2026-06-24 21:23:14.664903,Zone-A,34.65,47.61,2.51,5.9,77.46,Running,Low
2026-06-24 21:28:14.664903,Assembly Point,30.69,14.63,2.29,3.1,76.15,Running,Low
2026-06-24 21:33:14.664903,Zone-C,34.35,32.19,3.61,7.5,79.85,Running,Low
2026-06-24 21:38:14.664903,Chemical Storage,32.0,47.74,4.69,4.11,56.05,Running,Low
2026-06-24 21:43:14.664903,Assembly Point,31.74,5.0,4.52,3.04,57.88,Running,Low
2026-06-24 21:48:14.664903,Zone-B,27.22,43.7,7.73,6.7,95.06,Warning,High
2026-06-24 21:53:14.664903,Furnace Area,47.23,20.89,5.89,5.42,90.79,Running,Medium
2026-06-24 21:58:14.664903,Zone-C,40.43,39.32,,8.88,90.19,Running,Medium
2026-06-24 22:03:14.664903,Furnace Area,47.66,30.0,6.77,,80.91,Running,High
2026-06-24 22:08:14.664903,Zone-C,40.65,38.55,2.39,5.01,71.58,Running,Low
2026-06-24 22:13:14.664903,Chemical Storage,31.13,71.35,2.71,5.09,74.05,Running,High
2026-06-24 22:18:14.664903,Zone-A,37.68,51.78,3.25,5.74,75.63,Running,Medium
2026-06-24 22:23:14.664903,Zone-C,31.71,31.73,4.56,6.81,90.2,Running,Low
2026-06-24 22:28:14.664903,Furnace Area,47.41,35.21,4.41,6.14,90.2,Running,Critical
2026-06-24 22:33:14.664903,Chemical Storage,43.73,55.9,4.43,4.81,81.95,Running,Medium
2026-06-24 22:38:14.664903,Zone-B,59.57,31.58,2.68,5.09,64.89,Warning,Medium
2026-06-24 22:43:14.664903,Assembly Point,26.29,33.45,2.47,4.48,65.06,Running,Medium
2026-06-24 22:48:14.664903,Chemical Storage,35.65,41.32,,7.1,75.71,Running,Low
2026-06-24 22:53:14.664903,Zone-A,34.1,37.43,5.46,4.42,83.15,Running,Low
2026-06-24 22:58:14.664903,Furnace Area,54.15,23.44,5.01,7.13,99.18,Running,Critical
2026-06-24 23:03:14.664903,Zone-A,33.45,45.96,6.65,4.21,83.06,Running,Medium
2026-06-24 23:08:14.664903,Furnace Area,44.36,21.95,5.41,7.89,89.67,Running,Low
2026-06-24 23:13:14.664903,Chemical Storage,35.24,61.9,3.5,6.21,75.83,Running,Low
2026-06-24 23:18:14.664903,Furnace Area,45.46,54.52,5.89,5.16,99.57,Running,High
2026-06-24 23:23:14.664903,Zone-C,31.48,37.93,4.86,6.78,85.99,Running,Low
2026-06-24 23:28:14.664903,Zone-C,32.44,52.37,3.65,5.93,81.21,Running,Low
2026-06-24 23:33:14.664903,Furnace Area,75.48,19.2,4.61,8.12,94.84,Running,Medium
2026-06-24 23:38:14.664903,Zone-A,26.94,33.59,0.5,5.06,70.01,Running,Low
2026-06-24 23:43:14.664903,Zone-B,33.41,30.02,4.8,6.21,80.5,Warning,Low
2026-06-24 23:48:14.664903,Zone-C,26.23,23.16,3.9,7.75,80.58,Running,Low
2026-06-24 23:53:14.664903,Furnace Area,53.73,39.44,6.45,5.37,83.05,Running,Low
2026-06-24 23:58:14.664903,Zone-A,30.6,30.87,2.99,4.71,74.23,Running,Medium
2026-06-25 00:03:14.664903,Chemical Storage,35.56,60.2,1.61,5.11,77.05,Running,Medium
2026-06-25 00:08:14.664903,Zone-A,31.59,46.08,4.9,6.13,78.24,Running,Low
2026-06-25 00:13:14.664903,Assembly Point,46.17,12.58,0.55,1.43,66.08,Running,Low
2026-06-25 00:18:14.664903,Zone-A,37.8,61.01,2.66,9.03,74.3,Running,Medium
2026-06-25 00:23:14.664903,Furnace Area,50.18,5.0,5.18,6.44,84.35,Running,Medium
2026-06-25 00:28:14.664903,Zone-B,32.48,29.13,3.05,7.44,83.07,Stopped,Low
2026-06-25 00:33:14.664903,Zone-C,49.77,11.25,5.74,5.02,68.88,Running,Low
2026-06-25 00:38:14.664903,Furnace Area,48.81,37.83,6.83,6.41,81.26,Running,Medium
2026-06-25 00:43:14.664903,Assembly Point,24.66,9.33,4.38,2.49,67.37,Running,Low
2026-06-25 00:48:14.664903,Zone-A,41.7,30.84,4.0,5.19,75.67,Running,Low
2026-06-25 00:53:14.664903,Furnace Area,57.25,25.81,5.84,5.73,92.1,Running,Medium
2026-06-25 00:58:14.664903,Chemical Storage,29.35,56.53,1.71,5.6,64.68,Running,Medium
2026-06-25 01:03:14.664903,Chemical Storage,33.33,40.64,2.24,6.08,75.82,Running,Low
2026-06-25 01:08:14.664903,Assembly Point,32.32,13.29,2.06,2.96,61.47,Running,Low
2026-06-25 01:13:14.664903,Zone-B,31.07,37.19,1.76,5.24,69.67,Stopped,Low
2026-06-25 01:18:14.664903,Zone-B,36.95,34.74,0.88,7.79,87.22,Stopped,Low
2026-06-25 01:23:14.664903,Furnace Area,48.43,21.48,7.02,6.26,82.51,Stopped,Medium
2026-06-25 01:28:14.664903,Zone-B,41.0,53.34,3.91,4.55,52.31,Warning,Low
2026-06-25 01:33:14.664903,Zone-A,36.7,65.91,1.91,5.76,82.43,Running,Low
2026-06-25 01:38:14.664903,Furnace Area,52.02,23.08,5.41,6.09,88.75,Running,Medium
2026-06-25 01:43:14.664903,Zone-A,46.39,71.48,3.6,1.36,86.66,Running,High
2026-06-25 01:48:14.664903,Zone-B,31.01,29.64,3.73,3.24,67.46,Stopped,Medium
2026-06-25 01:53:14.664903,Chemical Storage,40.21,77.78,1.63,4.49,77.68,Running,High
2026-06-25 01:58:14.664903,Zone-C,32.9,24.01,2.02,6.47,85.81,Running,Low
2026-06-25 02:03:14.664903,Zone-A,33.6,39.81,6.12,4.95,83.15,Running,Medium
2026-06-25 02:08:14.664903,Furnace Area,38.78,21.05,6.77,6.79,94.4,Running,High
2026-06-25 02:13:14.664903,Zone-A,31.18,47.55,3.49,5.03,87.37,Running,Low
2026-06-25 02:18:14.664903,Chemical Storage,37.1,53.2,6.85,5.68,73.13,Running,Medium
2026-06-25 02:23:14.664903,Chemical Storage,31.87,59.38,4.51,6.12,77.6,Running,Medium
2026-06-25 02:28:14.664903,Zone-A,33.41,89.37,3.27,7.58,62.49,Running,Critical
2026-06-25 02:33:14.664903,Zone-A,44.18,35.99,4.45,6.59,85.4,Running,Medium
2026-06-25 02:38:14.664903,Zone-A,30.38,49.54,6.45,5.98,71.95,Running,High
2026-06-25 02:43:14.664903,Chemical Storage,43.87,67.68,0.5,4.0,82.61,Running,Low
2026-06-25 02:48:14.664903,Chemical Storage,33.83,35.13,2.69,7.21,81.63,Running,Low
2026-06-25 02:53:14.664903,Zone-A,41.14,68.69,3.95,5.01,85.23,Running,Medium
2026-06-25 02:58:14.664903,Zone-C,30.39,41.67,5.0,6.3,72.03,Running,Low
2026-06-25 03:03:14.664903,Zone-B,31.67,24.17,6.24,5.04,69.04,Stopped,Medium
2026-06-25 03:08:14.664903,Chemical Storage,36.06,68.09,1.81,4.51,61.93,Running,Low
2026-06-25 03:13:14.664903,Zone-B,41.21,35.79,5.0,4.64,73.3,Stopped,Low
2026-06-25 03:18:14.664903,Chemical Storage,35.92,71.72,,5.71,83.22,Running,Critical
2026-06-25 03:23:14.664903,Furnace Area,42.24,29.79,7.88,6.09,87.89,Warning,Low
2026-06-25 03:28:14.664903,Zone-A,26.05,76.04,5.33,5.52,82.09,Running,High
2026-06-25 03:33:14.664903,Furnace Area,46.22,33.15,6.42,8.19,94.69,Running,Critical
2026-06-25 03:38:14.664903,Chemical Storage,,50.89,3.59,5.26,66.73,Running,Low
2026-06-25 03:43:14.664903,Zone-A,37.76,51.82,3.96,6.83,79.65,Running,Low
2026-06-25 03:48:14.664903,Furnace Area,50.25,5.0,5.28,5.79,78.45,Running,Medium
2026-06-25 03:53:14.664903,Chemical Storage,38.15,59.22,3.17,5.09,84.7,Running,Low
2026-06-25 03:58:14.664903,Zone-C,42.15,44.44,3.29,7.02,84.77,Running,Low
2026-06-25 04:03:14.664903,Zone-A,34.27,34.95,4.57,6.13,79.18,Running,Medium
2026-06-25 04:08:14.664903,Zone-A,37.17,58.98,4.25,5.03,87.47,Running,Low
2026-06-25 04:13:14.664903,Zone-A,27.47,37.47,3.45,5.05,85.04,Running,Low
2026-06-25 04:18:14.664903,Zone-B,30.11,38.54,2.92,4.89,71.15,Warning,Low
2026-06-25 04:23:14.664903,Furnace Area,53.72,20.82,4.46,6.61,87.77,Running,Medium
2026-06-25 04:28:14.664903,Assembly Point,22.1,13.6,2.89,3.42,60.54,Running,Low
2026-06-25 04:33:14.664903,Zone-B,33.75,36.89,3.23,4.78,78.57,Running,Low
2026-06-25 04:38:14.664903,Zone-C,32.82,24.26,4.23,4.65,86.66,Running,Low
2026-06-25 04:43:14.664903,Chemical Storage,38.66,36.93,5.62,4.11,71.63,Running,Low
2026-06-25 04:48:14.664903,Chemical Storage,42.04,58.28,1.76,6.59,70.75,Running,Low
2026-06-25 04:53:14.664903,Zone-C,28.48,51.86,3.54,6.1,91.81,Running,Low
2026-06-25 04:58:14.664903,Zone-A,,89.51,2.71,4.61,81.35,Running,High
2026-06-25 05:03:14.664903,Zone-C,37.82,66.57,2.38,5.18,81.77,Running,Low
2026-06-25 05:08:14.664903,Assembly Point,57.48,29.09,2.0,2.52,69.0,Running,Low
2026-06-25 05:13:14.664903,Chemical Storage,32.14,56.64,2.13,4.01,81.19,Running,Medium
2026-06-25 05:18:14.664903,Zone-C,25.1,52.77,7.01,5.05,95.27,Warning,Medium
2026-06-25 05:23:14.664903,Zone-B,31.47,47.58,1.99,7.05,79.15,Warning,Low
2026-06-25 05:28:14.664903,Furnace Area,50.19,33.76,4.98,6.23,81.51,Running,Medium
2026-06-25 05:33:14.664903,Zone-B,38.64,32.2,3.24,4.31,67.89,Running,Low
2026-06-25 05:38:14.664903,Zone-A,34.38,82.81,4.71,4.75,71.83,Running,High
2026-06-25 05:43:14.664903,Assembly Point,37.92,35.2,2.35,4.14,76.88,Running,Low
2026-06-25 05:48:14.664903,Chemical Storage,35.4,41.66,1.98,4.99,76.43,Running,Low
2026-06-25 05:53:14.664903,Zone-B,38.89,29.78,2.63,3.47,69.8,Running,Low
2026-06-25 05:58:14.664903,Chemical Storage,41.71,60.18,,7.15,75.34,Running,Medium
2026-06-25 06:03:14.664903,Furnace Area,52.55,39.14,5.75,,88.13,Running,Critical
2026-06-25 06:08:14.664903,Furnace Area,51.23,7.33,4.64,6.41,90.87,Running,Medium
2026-06-25 06:13:14.664903,Assembly Point,33.03,20.2,,1.24,68.02,Running,Low
2026-06-25 06:18:14.664903,Furnace Area,40.9,35.56,5.18,6.56,101.05,Running,Low
2026-06-25 06:23:14.664903,Zone-A,34.95,62.46,1.54,9.56,78.95,Running,Medium
2026-06-25 06:28:14.664903,Zone-A,33.82,57.58,,5.55,75.31,Running,Medium
2026-06-25 06:33:14.664903,Zone-A,38.1,52.36,4.87,6.76,90.27,Running,Medium
2026-06-25 06:38:14.664903,Furnace Area,46.7,34.98,5.76,5.83,87.92,Running,High
2026-06-25 06:43:14.664903,Zone-C,37.63,48.32,5.9,6.77,86.85,Running,Low
2026-06-25 06:48:14.664903,Chemical Storage,42.11,60.53,2.39,8.44,80.53,Running,Medium
2026-06-25 06:53:14.664903,Zone-A,34.56,63.18,4.88,4.09,69.83,Running,Medium
2026-06-25 06:58:14.664903,Zone-B,35.55,27.61,4.94,6.44,83.0,Running,Medium
2026-06-25 07:03:14.664903,Zone-A,36.72,18.57,3.24,5.45,70.12,Running,Low
2026-06-25 07:08:14.664903,Assembly Point,33.81,18.35,2.44,2.33,62.51,Running,Low
2026-06-25 07:13:14.664903,Assembly Point,31.63,47.67,0.5,4.3,76.65,Running,Low
2026-06-25 07:18:14.664903,Chemical Storage,32.09,49.76,3.26,5.8,83.85,Running,Low
2026-06-25 07:23:14.664903,Furnace Area,54.97,23.89,6.58,6.21,91.12,Running,Medium
2026-06-25 07:28:14.664903,Chemical Storage,31.38,59.23,0.78,5.83,82.1,Running,Medium
2026-06-25 07:33:14.664903,Assembly Point,37.9,44.45,1.68,6.85,66.41,Running,Low
2026-06-25 07:38:14.664903,Furnace Area,48.83,38.87,8.31,4.6,87.27,Stopped,High
2026-06-25 07:43:14.664903,Zone-B,30.06,17.68,6.38,6.54,79.65,Warning,Medium
2026-06-25 07:48:14.664903,Assembly Point,38.07,9.51,1.37,3.05,56.82,Running,Low
2026-06-25 07:53:14.664903,Zone-C,36.83,47.73,4.18,6.02,76.4,Running,Low
2026-06-25 07:58:14.664903,Zone-A,37.39,48.84,3.33,4.82,,Running,Low
2026-06-25 08:03:14.664903,Chemical Storage,35.83,52.59,2.64,5.29,62.84,Running,Low
